충전소명,주소,상세주소,충전기ID,충전방식,충전상태,설치년도
만장굴,제주특별자치도 제주시 구좌읍 만장굴길 182,,1,단독,상태미확인,2021
제주종합경기장2,제주특별자치도 제주시 서광로2길 24,"제주특별자치도 제주시  서광로2길 24, 애향운동장 앞 주차장",1,단독,사용가능,2021
서귀포향토오일시장,제주특별자치도 서귀포시 동홍동 778-1,,31,동시,상태미확인,2022
서귀포향토오일시장,제주특별자치도 서귀포시 동홍동 778-1,,32,동시,사용가능,2022
서귀포향토오일시장,제주특별자치도 서귀포시 동홍동 778-1,,33,동시,사용가능,2022
서귀포향토오일시장,제주특별자치도 서귀포시 동홍동 778-1,,34,동시,사용가능,2022
남원중앙동공영주차장,제주특별자치도 서귀포시 남원읍 태위로 657번길 2,,81,단독,사용가능,2022
남원중앙동공영주차장,제주특별자치도 서귀포시 남원읍 태위로 657번길 2,,1,단독,상태미확인,2022
제주남원동부 새마을금고주유소,제주특별자치도 서귀포시 남원읍 남원리 1379-1,제주특별자치도 서귀포시 남원읍 남원리 1379-1,1,단독,사용가능,2022
제주해안경비단 1경비대,제주특별자치도 제주시 용해로 32,,1,단독,상태미확인,2022
동명아파트 북측 공영주차장,제주특별자치도 제주시 삼양이동 2133-5,,1,단독,사용가능,2022
노형2지구 공영주차장,제주특별자치도 제주시 노형동 3803-6,,1,단독,충전중,2022
삼도일동 공영주차장,제주특별자치도 제주시 삼도일동 560-2,,1,단독,사용가능,2022
외도구획정리지구1 공영주차장,제주특별자치도 제주시 외도일동 440-7,,1,단독,사용가능,2022
아라지구2 공영주차장,제주특별자치도 제주시 아라일동 6159,,1,단독,상태미확인,2022
서귀포향토오일시장,제주특별자치도 서귀포시 동홍동 778-1,,1,단독,사용가능,2022
서귀포향토오일시장,제주특별자치도 서귀포시 동홍동 778-1,,2,단독,사용가능,2022
제주서부경찰서,제주특별자치도 제주시 애월읍 애조로 215,,1,단독,사용가능,2022
제주서부경찰서,제주특별자치도 제주시 애월읍 애조로 215,,2,단독,사용가능,2022
제주해안경비단,제주특별자치도 서귀포시 번영로 3262,,1,단독,사용가능,2022
제주해안경비단,제주특별자치도 서귀포시 번영로 3262,,2,단독,사용가능,2022
정부제주지방합동청사 주차장,제주특별자치도 제주시 청사로 59(도남동),,1,단독,충전중,2022
정부제주지방합동청사 주차장,제주특별자치도 제주시 청사로 59(도남동),,2,단독,사용가능,2022
정부제주지방합동청사 주차장,제주특별자치도 제주시 청사로 59(도남동),,3,단독,충전중,2022
세화리 공영주차장,제주특별자치도 제주시 구좌읍 세화리 1507-1,제주특별자치도 제주시 구좌읍 세화리 1507-1,1,단독,사용가능,2022
아라지구 공영주차장,제주특별자치도 제주시 아라일동 6140-4,제주특별자치도 제주시 아라일동 6140-4,1,단독,충전중,2022
초남 공영주차장,제주특별자치도 제주시 노형동 3782,제주특별자치도 제주시 노형동 3782,1,단독,충전중,2022
평대리 공영주차장,제주특별자치도 제주시 구좌읍 평대리 3351,제주특별자치도 제주시 구좌읍 평대리 3351,1,단독,사용가능,2022
애월읍사무소,제주특별자치도 제주시 애월읍 일주서로 6322,제주특별자치도 제주시 애월읍 일주서로 6322,1,단독,상태미확인,2022
한림파출소,제주특별자치도 제주시 한림읍 한림로 651,제주특별자치도 제주시 한림읍 한림로 651,1,단독,사용가능,2022
대정파출소,제주특별자치도 서귀포시 대정읍 상모로 310,제주특별자치도 서귀포시 대정읍 상모로 310,1,단독,사용가능,2022
사라봉다목적체육관,제주특별자치도 제주시 건입동 566,제주특별자치도 제주시 건입동 566,1,단독,사용가능,2022
사라봉다목적체육관,제주특별자치도 제주시 건입동 566,제주특별자치도 제주시 건입동 566,2,단독,사용가능,2022
한샘어린이집 맞은편 공영주차장,제주특별자치도 제주시 지석10길 18,제주특별자치도 제주시 지석10길 18,1,단독,사용가능,2022
한샘어린이집 맞은편 공영주차장,제주특별자치도 제주시 지석10길 18,제주특별자치도 제주시 지석10길 18,2,단독,사용가능,2022
제주종합경기장 실내수영장,제주특별자치도 제주시 서광로2길 24 (오라일동),제주특별자치도 제주시 서광로2길 24 (오라일동),1,단독,사용가능,2022
제주종합경기장 실내수영장,제주특별자치도 제주시 서광로2길 24 (오라일동),제주특별자치도 제주시 서광로2길 24 (오라일동),2,단독,점검중,2022
제주종합경기장 실내수영장,제주특별자치도 제주시 서광로2길 24 (오라일동),제주특별자치도 제주시 서광로2길 24 (오라일동),3,단독,점검중,2022
제주종합경기장 실내수영장,제주특별자치도 제주시 서광로2길 24 (오라일동),제주특별자치도 제주시 서광로2길 24 (오라일동),4,단독,점검중,2022
제주 스포츠센터,제주특별자치도 서귀포시 대정읍 중산간서로 2324-10,,1,단독,사용가능,2025
제주 스포츠센터,제주특별자치도 서귀포시 대정읍 중산간서로 2324-10,,2,단독,사용가능,2025
제주 스포츠센터,제주특별자치도 서귀포시 대정읍 중산간서로 2324-10,,3,단독,사용가능,2025
제주 스포츠센터,제주특별자치도 서귀포시 대정읍 중산간서로 2324-10,,4,단독,사용가능,2025
제주 헤리스가든,제주특별자치도 제주시 한북로 154,,1,단독,사용가능,2025
제주 헤리스가든,제주특별자치도 제주시 한북로 154,,2,단독,충전중,2025
제주 헤리스가든,제주특별자치도 제주시 한북로 154,,3,단독,사용가능,2025
제주 헤리스가든,제주특별자치도 제주시 한북로 154,,4,단독,사용가능,2025
아마노코리아 제주지점 충전소,제주특별자치도 제주시 월광로 99,지상주차장(옥외),1,단독,사용가능,2023
워터 제주 덕수리마을회관,제주 서귀포시 안덕면 덕수리 1921,,1,동시,사용가능,2024
워터 제주 덕수리마을회관,제주 서귀포시 안덕면 덕수리 1921,,2,동시,사용가능,2024
워터 제주 영락마을회관식당,제주 서귀포시 대정읍 영락리 1285-13,,1,동시,사용가능,2024
워터 제주 영락마을회관식당,제주 서귀포시 대정읍 영락리 1285-13,,2,동시,사용가능,2024
워터 제주 서광동리복지회관,제주 서귀포시 안덕면 서광동로 17,,1,동시,사용가능,2024
워터 제주 서광동리복지회관,제주 서귀포시 안덕면 서광동로 17,,2,동시,사용가능,2024
워터 제주 서광동리복지회관,제주 서귀포시 안덕면 서광동로 17,,3,단독,충전중,2024
워터 제주 동복리사무소,제주 제주시 구좌읍 동복리 1693,,1,동시,사용가능,2024
워터 제주 동복리사무소,제주 제주시 구좌읍 동복리 1693,,2,동시,사용가능,2024
워터 제주 동복리사무소,제주 제주시 구좌읍 동복리 1693,,3,단독,충전중,2024
워터 제주 남원1리복지회관,제주 서귀포시 남원읍 남원회관로 27,,1,동시,사용가능,2024
워터 제주 남원1리복지회관,제주 서귀포시 남원읍 남원회관로 27,,2,동시,사용가능,2024
워터 제주 하예하동마을회관,제주 서귀포시 예래로 416,,1,동시,사용가능,2024
워터 제주 하예하동마을회관,제주 서귀포시 예래로 416,,2,동시,사용가능,2024
워터 제주 신촌리사무소,제주 제주시 조천읍 신북로 54,,1,동시,사용가능,2024
워터 제주 신촌리사무소,제주 제주시 조천읍 신북로 54,,2,동시,사용가능,2024
워터 제주 북촌리사무소,제주 제주시 조천읍 일주동로 1514,,1,동시,사용가능,2024
워터 제주 북촌리사무소,제주 제주시 조천읍 일주동로 1514,,2,동시,사용가능,2024
워터 제주 하도리문화복지회관,제주 제주시 구좌읍 일주동로 3417,,1,동시,사용가능,2024
워터 제주 하도리문화복지회관,제주 제주시 구좌읍 일주동로 3417,,2,동시,사용가능,2024
워터 유니클로 제주이도,제주특별자치도 제주시 이도이동 1996-1,,1,동시,사용가능,2024
워터 유니클로 제주이도,제주특별자치도 제주시 이도이동 1996-1,,2,동시,사용가능,2024
워터 버거킹 제주민속오일장DT,제주특별자치도 제주시 연동 2413-4,,1,동시,사용가능,2024
워터 버거킹 제주민속오일장DT,제주특별자치도 제주시 연동 2413-4,,2,동시,사용가능,2024
워터 버거킹 제주함덕DT,제주특별자치도 제주시 조천읍 함덕리 916,,1,동시,사용가능,2024
워터 버거킹 제주함덕DT,제주특별자치도 제주시 조천읍 함덕리 916,,2,동시,충전중,2024
워터 버거킹 제주화북DT,제주특별자치도 제주시 화북일동 3907-9,,1,단독,사용가능,2024
워터 버거킹 제주애월DT,제주 제주시 애월읍 신엄리 2321,,1,동시,사용가능,2024
워터 버거킹 제주애월DT,제주 제주시 애월읍 신엄리 2321,,2,동시,사용가능,2024
워터 버거킹 제주애월DT,제주 제주시 애월읍 신엄리 2321,,3,동시,충전중,2024
워터 버거킹 제주애월DT,제주 제주시 애월읍 신엄리 2321,,4,동시,사용가능,2024
워터 버거킹 제주애월DT,제주 제주시 애월읍 신엄리 2321,,5,동시,사용가능,2024
워터 버거킹 제주애월DT,제주 제주시 애월읍 신엄리 2321,,6,동시,사용가능,2024
제주 의료서비스센터,제주특별자치도 서귀포시 솔오름로 61,,1,동시,통신이상,2022
제주 의료서비스센터,제주특별자치도 서귀포시 솔오름로 61,,2,동시,상태미확인,2022
제주 의료서비스센터,제주특별자치도 서귀포시 솔오름로 61,,3,동시,통신이상,2022
제주 의료서비스센터,제주특별자치도 서귀포시 솔오름로 61,,4,동시,상태미확인,2022
제주 의료서비스센터,제주특별자치도 서귀포시 솔오름로 61,,5,동시,상태미확인,2022
제주 의료서비스센터,제주특별자치도 서귀포시 솔오름로 61,,6,동시,통신이상,2022
제주 의료서비스센터,제주특별자치도 서귀포시 솔오름로 61,,1,동시,사용가능,2023
제주 의료서비스센터,제주특별자치도 서귀포시 솔오름로 61,,2,동시,사용가능,2023
제주 의료서비스센터,제주특별자치도 서귀포시 솔오름로 61,,3,동시,상태미확인,2023
제주 의료서비스센터,제주특별자치도 서귀포시 솔오름로 61,,4,동시,사용가능,2023
제주 의료서비스센터,제주특별자치도 서귀포시 솔오름로 61,,5,동시,사용가능,2023
제주 의료서비스센터,제주특별자치도 서귀포시 솔오름로 61,,6,동시,사용가능,2023
제주 용산유스호스텔,제주특별자치도 서귀포시 이어도로 297,,1,단독,통신이상,2023
제주 용산유스호스텔,제주특별자치도 서귀포시 이어도로 297,,2,단독,통신이상,2023
블루렌트카 제주도,제주특별자치도 제주시 용문로 48,블루렌트카,1,동시,상태미확인,2022
블루렌트카 제주도,제주특별자치도 제주시 용문로 48,블루렌트카,2,동시,상태미확인,2022
블루렌트카 제주도,제주특별자치도 제주시 용문로 48,블루렌트카,3,동시,상태미확인,2022
블루렌트카 제주도,제주특별자치도 제주시 용문로 48,블루렌트카,4,동시,상태미확인,2022
블루렌트카 제주도,제주특별자치도 제주시 용문로 48,블루렌트카,5,동시,상태미확인,2022
블루렌트카 제주도,제주특별자치도 제주시 용문로 48,블루렌트카,6,동시,상태미확인,2022
블루렌트카 제주도,제주특별자치도 제주시 용문로 48,블루렌트카,7,동시,사용가능,2022
블루렌트카 제주도,제주특별자치도 제주시 용문로 48,블루렌트카,8,동시,사용가능,2022
블루렌트카 제주도,제주특별자치도 제주시 용문로 48,블루렌트카,9,동시,상태미확인,2022
블루렌트카 제주도,제주특별자치도 제주시 용문로 48,블루렌트카,10,동시,상태미확인,2022
우도 전기 렌트카,제주특별자치도 제주시 우도면 우도해안길 372,,1,동시,상태미확인,2023
우도 전기 렌트카,제주특별자치도 제주시 우도면 우도해안길 372,,2,동시,사용가능,2023
보타리에너지,제주특별자치도 제주시 애월읍 녹근로 130,,1,단독,상태미확인,2017
보타리에너지(오름재),제주특별자치도 제주시 애월읍 돈물내길 16,,1,단독,사용가능,2021
포레스트사파리,제주특별자치도 제주시 조천읍 선교로 474-1,포레스트사파리,1,단독,상태미확인,2019
포레스트사파리,제주특별자치도 제주시 조천읍 선교로 474-1,포레스트사파리,2,단독,상태미확인,2019
